name,cpu_milli,memory_mib,num_gpu,gpu_milli,gpu_spec,qos,pod_phase,creation_time,deletion_time,scheduled_time
openb-pod-0405,3152,5600,1,1000,,BE,Pending,10197077,10197137,
openb-pod-0406,3152,5600,1,810,,BE,Failed,10197607,10198593,10197607
openb-pod-0407,8000,30517,1,320,,BE,Running,10198109,10198642,10198110
openb-pod-0408,4152,10600,1,810,,BE,Failed,10198200,10200189,10198200
openb-pod-0409,11300,37888,1,1000,,LS,Running,10198508,10204901,10198508
openb-pod-0410,3152,5600,1,1000,,BE,Failed,10198596,10198794,10198596
openb-pod-0411,4152,10600,1,810,,BE,Failed,10198648,10199017,10198681
openb-pod-0412,11400,48128,1,1000,,LS,Running,10198800,10202255,10198802
openb-pod-0413,4152,10600,1,810,,BE,Failed,10198987,10202637,10198988
openb-pod-0414,3152,5600,1,1000,,BE,Failed,10199241,10199418,10199241
openb-pod-0415,4000,30517,1,230,,BE,Running,10199343,10199659,10199621
openb-pod-0416,3152,5600,1,1000,,BE,Failed,10199889,10199906,10199889
openb-pod-0417,4152,10600,1,810,,BE,Failed,10199909,10200724,10199909
openb-pod-0418,6000,22888,1,110,,BE,Running,10200098,10200251,10200098
openb-pod-0419,18708,64512,1,1000,,LS,Running,10200592,10201384,10200908
openb-pod-0420,4152,10600,1,810,,BE,Failed,10200798,10201135,10200798
openb-pod-0421,8000,30517,1,320,,BE,Running,10200882,10201438,10200882
openb-pod-0422,3152,5600,1,1000,,BE,Failed,10201063,10201272,10201063
openb-pod-0423,3152,5600,1,810,,BE,Failed,10201360,10201438,10201360
openb-pod-0424,8000,30517,1,320,,BE,Running,10201724,10202174,10201726
openb-pod-0425,3152,5600,1,810,,BE,Failed,10201799,10202014,10201867
openb-pod-0426,6000,18432,1,460,,LS,Running,10202555,10208404,10202555
openb-pod-0427,18708,64512,1,1000,,LS,Running,10203067,10203180,10203103
openb-pod-0428,8000,30517,1,320,,BE,Running,10203558,10210140,10203593
openb-pod-0429,8000,30517,1,320,,BE,Running,10203567,10210081,10203638
openb-pod-0430,3152,5600,1,810,,BE,Failed,10203650,10203835,10203650
openb-pod-0431,4000,15258,1,160,,BE,Running,10203864,10204265,10203898
openb-pod-0432,11908,47104,1,470,,LS,Running,10203963,10204033,10203998
openb-pod-0433,4152,10600,1,810,,BE,Failed,10204220,10214495,10204323
openb-pod-0434,4000,30517,1,230,,BE,Running,10204481,10245761,10205248
openb-pod-0435,4000,30517,1,230,,BE,Running,10204608,10206984,10204993
openb-pod-0436,16000,32768,1,1000,,LS,Succeeded,10204958,10208588,10204958
openb-pod-0437,8000,30517,1,220,,BE,Running,10205784,10210080,10205784
openb-pod-0438,4000,30517,1,230,,BE,Running,10206323,10206791,10206393
openb-pod-0439,11908,47104,1,470,,LS,Running,10206725,10207261,10206728
openb-pod-0440,16000,32768,1,1000,,LS,Running,10207027,10209572,10207200
openb-pod-0441,3152,5600,1,1000,,BE,Failed,10207852,10208051,10207852
openb-pod-0442,3152,5600,1,1000,,BE,Failed,10208156,10208287,10208157
openb-pod-0443,11908,47104,1,470,,LS,Running,10208723,10208827,10208795
openb-pod-0444,4000,30517,1,230,,BE,Pending,10208936,10209296,
openb-pod-0445,11908,47104,1,470,,LS,Running,10208961,10214458,10208995
openb-pod-0446,4000,30517,1,230,,BE,Pending,10209324,10209362,
openb-pod-0447,4000,30517,1,230,,BE,Running,10209700,10209947,10209804
openb-pod-0448,8000,32768,1,1000,,LS,Running,10209881,10212815,10209884
openb-pod-0449,8000,32768,1,1000,,LS,Running,10209881,10212825,10209884
openb-pod-0450,3152,5600,1,1000,,BE,Failed,10209987,10210150,10209987
openb-pod-0451,3152,5600,1,1000,,BE,Failed,10210514,10210646,10210515
openb-pod-0452,3152,5600,1,810,,BE,Failed,10210900,10214469,10210900
openb-pod-0453,3152,5600,1,1000,,BE,Failed,10210977,10211090,10210977
openb-pod-0454,3152,5600,1,1000,,BE,Failed,10211166,10211302,10211167
openb-pod-0455,11908,47104,1,470,,LS,Running,10211442,10211530,10211448
openb-pod-0456,4000,30517,1,230,,BE,Pending,10211838,10211972,
openb-pod-0457,9810,41560,1,1000,,LS,Running,10211861,10212601,10212036
openb-pod-0458,4000,30517,1,230,,BE,Running,10211972,10212116,10212075
openb-pod-0459,4000,30517,1,230,,BE,Pending,10211993,10212283,
openb-pod-0460,3152,5600,1,1000,,BE,Failed,10212039,10212189,10212039
openb-pod-0461,3152,5600,1,1000,,BE,Failed,10212048,10212197,10212049
openb-pod-0462,4000,30517,1,230,,BE,Pending,10212283,10212851,
openb-pod-0463,3152,5600,1,1000,,BE,Failed,10212372,10212541,10212372
openb-pod-0464,3152,5600,1,1000,,BE,Failed,10212413,10212552,10212413
openb-pod-0465,4000,30517,1,230,,BE,Running,10212621,10212726,10212621
openb-pod-0466,3152,5600,1,810,,BE,Failed,10212626,10212773,10212626
openb-pod-0467,15700,58368,1,1000,,LS,Running,10212828,10216285,10212966
openb-pod-0468,8000,30517,1,470,,BE,Pending,10212925,10213005,
openb-pod-0469,3152,5600,1,1000,,BE,Failed,10212954,10213076,10212955
openb-pod-0470,3152,5600,1,810,,BE,Failed,10212968,10213115,10212969
openb-pod-0471,4000,30517,1,230,,BE,Pending,10213065,10213069,
openb-pod-0472,15700,58368,1,1000,,LS,Running,10213190,10215658,10213226
openb-pod-0473,3152,5600,1,1000,,BE,Failed,10213497,10213660,10213498
openb-pod-0474,11908,47104,1,470,,LS,Running,10213546,10222996,10213583
openb-pod-0475,3152,5600,1,1000,,BE,Failed,10213708,10213907,10213708
openb-pod-0476,18708,64512,1,1000,,LS,Running,10213806,10214045,10213876
openb-pod-0477,11908,47104,1,650,,LS,Running,10214358,10214873,10214366
openb-pod-0478,11908,47104,1,650,,LS,Running,10214440,10214690,10214511
openb-pod-0479,3152,5600,1,810,,BE,Running,10214507,10273510,10214507
openb-pod-0480,3152,5600,1,1000,,BE,Failed,10214575,10214773,10214576
openb-pod-0481,8000,30517,1,470,,BE,Pending,10215707,10216244,
openb-pod-0482,16000,32768,1,1000,,LS,Running,10216472,10218652,10216507
openb-pod-0483,3152,5600,1,1000,,BE,Failed,10216775,10216904,10216775
openb-pod-0484,24200,93184,1,1000,,LS,Failed,10217437,10217491,10217437
openb-pod-0485,9810,41560,1,1000,,LS,Running,10217925,10219486,10217928
openb-pod-0486,9810,41560,1,1000,,LS,Running,10217925,10218147,10217963
openb-pod-0487,9810,41560,1,1000,,LS,Running,10217931,10219450,10217967
openb-pod-0488,3152,5600,1,1000,,BE,Pending,10218024,10218029,
openb-pod-0489,3152,5600,1,1000,,BE,Failed,10218490,10218622,10218490
openb-pod-0490,8000,32768,1,1000,,LS,Running,10219969,10227250,10220038
openb-pod-0491,6000,6144,1,460,,LS,Running,10220673,10221272,10220674
openb-pod-0492,3152,5600,1,1000,,BE,Failed,10221884,10222023,10221884
openb-pod-0493,12000,16384,1,1000,,LS,Running,10223133,10224093,10223202
openb-pod-0494,4152,10600,1,550,,BE,Failed,10223139,10223166,10223139
openb-pod-0495,4152,10600,1,550,,BE,Failed,10223622,10223679,10223622
openb-pod-0496,4152,10600,1,550,,BE,Failed,10223679,10223735,10223680
openb-pod-0497,4152,10600,1,550,,BE,Failed,10224392,10224421,10224392
openb-pod-0498,3152,5600,1,1000,,BE,Failed,10224738,10224904,10224738
openb-pod-0499,8000,30517,1,230,,BE,Running,10225414,10225878,10225414
